"department","publisher","books","percent"
"Institute of Archaeology","British School at Athens",5,0.07394262052647146
"Institute of Archaeology","Johns Hopkins Univeristy Press",3,0.044365572315882874
"Institute of Archaeology","Bristol Classical Press",4,0.059154096421177166
"Institute of Archaeology","Sheridan House",4,0.059154096421177166
"Institute of Archaeology","Manchester University Press",24,0.354924578527063
"Institute of Archaeology","Brill Academic Pub",8,0.11830819284235433
"Institute of Archaeology","Verlag Philipp von Zabern",2,0.029577048210588583
"Institute of Archaeology","Stanford University Press",15,0.22182786157941436
"Institute of Archaeology","Paul Astroms Forlag",1,0.014788524105294291
"Institute of Archaeology","University of Missouri Press",4,0.059154096421177166
"Institute of Archaeology","Oxford University Press for the British Academy",15,0.22182786157941436
"Institute of Archaeology","Humanities Research Centre",2,0.029577048210588583
"Institute of Archaeology","Distributor, P. Astrom",3,0.044365572315882874
"Institute of Archaeology","University of Chicago Press",83,1.227447500739426
"Institute of Archaeology","Brill",34,0.5028098195800059
"Institute of Archaeology","University of Texas Press",25,0.3697131026323573
"Institute of Archaeology","Published for the Trustees of the British Museum by British Museum Publications",18,0.26619343389529726
"Institute of Archaeology","Edinburgh University Press",44,0.6506950606329488
"Institute of Archaeology","Free Press",7,0.10351966873706005
"Institute of Archaeology","Routledge and K. Paul",1,0.014788524105294291
"Institute of Archaeology","Chatto & Windus",2,0.029577048210588583
"Institute of Archaeology","Routledge and Kegan Paul",1,0.014788524105294291
"Institute of Archaeology","Harcourt Brace College Publishers",3,0.044365572315882874
"Institute of Archaeology","Holt, Rinehart, and Winston",1,0.014788524105294291
"Institute of Archaeology","HarperCollins Publishers",1,0.014788524105294291
"Institute of Archaeology","Westview Press",13,0.1922508133688258
"Institute of Archaeology","Waveland Pr Inc",1,0.014788524105294291
"Institute of Archaeology","Smithsonian Books",9,0.13309671694764863
"Institute of Archaeology","Penguin Books",5,0.07394262052647146
"Institute of Archaeology","Allen and Unwin",1,0.014788524105294291
"Institute of Archaeology","Polity Press",24,0.354924578527063
"Institute of Archaeology","Profile",2,0.029577048210588583
"Institute of Archaeology","Academic Press",75,1.109139307897072
"Institute of Archaeology","E.J. Brill",5,0.07394262052647146
"Institute of Archaeology","Clarendon",2,0.029577048210588583
"Institute of Archaeology","Society of Biblical Literature",12,0.1774622892635315
"Institute of Archaeology","Aris & Phillips",9,0.13309671694764863
"Institute of Archaeology","Scholars Pr",3,0.044365572315882874
"Institute of Archaeology","Golden House",3,0.044365572315882874
"Institute of Archaeology","Scholars Press",5,0.07394262052647146
"Institute of Archaeology","Scribner",8,0.11830819284235433
"Institute of Archaeology","W. H. Freeman",1,0.014788524105294291
"Institute of Archaeology","Kluwer Academic/Plenum Publishers",29,0.42886719905353443
"Institute of Archaeology","Arkeoloji ve Sanat Yay?nlar?",1,0.014788524105294291
"Institute of Archaeology","Peeters",8,0.11830819284235433
"Institute of Archaeology","Peeters Publishers",5,0.07394262052647146
"Institute of Archaeology","Sheffield Academic Press",16,0.23661638568470866
"Institute of Archaeology","Metropolitan Museum of Art",10,0.14788524105294293
"Institute of Archaeology","The Oriental Institute of the University of Chicago",3,0.044365572315882874
"Institute of Archaeology","Golden House Publications",7,0.10351966873706005
"Institute of Archaeology","British Museum Press in association with the Egypt Exploration Society",1,0.014788524105294291
"Institute of Archaeology","British Archaeological Reports",32,0.4732327713694173
"Institute of Archaeology","Verso",11,0.1626737651582372
"Institute of Archaeology","J. Currey",3,0.044365572315882874
"Institute of Archaeology","University Museum of Archaeology and Anthropology, University of Pennsylvania",1,0.014788524105294291
"Institute of Archaeology","Athlone Press",2,0.029577048210588583
"Institute of Archaeology","Cornell University Press",15,0.22182786157941436
"Institute of Archaeology","Griffith Institute",1,0.014788524105294291
"Institute of Archaeology","Dover Publications",5,0.07394262052647146
"Institute of Archaeology","Verlag der �sterreichischen Akademie der Wissenschaften",1,0.014788524105294291
"Institute of Archaeology","Kegan Paul International",1,0.014788524105294291
"Institute of Archaeology","Oxford University Press, USA",52,0.7690032534753032
"Institute of Archaeology","Czech Institute of Egyptology Charles Univers",1,0.014788524105294291
"Institute of Archaeology","Czech Institute of Egyptology",2,0.029577048210588583
"Institute of Archaeology","Published by British Museum Press",1,0.014788524105294291
"Institute of Archaeology","Verlag der �Osterreichischen Akademie der Wissenschaften",1,0.014788524105294291
"Institute of Archaeology","Smithsonian",4,0.059154096421177166
"Institute of Archaeology","University of Alabama Press",19,0.28098195800059156
"Institute of Archaeology","Lutterworth",2,0.029577048210588583
"Institute of Archaeology","Elsevier-Phaidon",1,0.014788524105294291
"Institute of Archaeology","Nederlands Instituut Voor Het Nabije Oosten",2,0.029577048210588583
"Institute of Archaeology","Sheffield",5,0.07394262052647146
"Institute of Archaeology","The University Museum, University of Pennsylvania",1,0.014788524105294291
"Institute of Archaeology","Kendall/Hunt Pub",5,0.07394262052647146
"Institute of Archaeology","Cleveland Museum of Art in cooperation with Indiana University Press",1,0.014788524105294291
"Institute of Archaeology","Publisher",2,0.029577048210588583
"Institute of Archaeology","British Museum Press for the Trustees of the British Museum",1,0.014788524105294291
"Institute of Archaeology","Van Siclen Books",1,0.014788524105294291
"Institute of Archaeology","The Trustees of the British Museum by British Museum Press",1,0.014788524105294291
"Institute of Archaeology","Akademisk Forlag : [eksp. DBK]",4,0.059154096421177166
"Institute of Archaeology","Centre of Near and Middle Eastern Studies, SOAS and the Society for Libyan Studies",1,0.014788524105294291
"Institute of Archaeology","Egypt Exploration Society",7,0.10351966873706005
"Institute of Archaeology","Duke University Press",29,0.42886719905353443
"Institute of Archaeology","American University in Cairo Press",2,0.029577048210588583
"Institute of Archaeology","The American University in Cairo Press",3,0.044365572315882874
"Institute of Archaeology","UCL",2,0.029577048210588583
"Institute of Archaeology","UCL Press",21,0.3105590062111801
"Institute of Archaeology","Eisenbrauns",14,0.2070393374741201
"Institute of Archaeology","Museum Tusculanum Press",2,0.029577048210588583
"Institute of Archaeology","Rutgers University Press",3,0.044365572315882874
"Institute of Archaeology","Harry N. Abrams",1,0.014788524105294291
"Institute of Archaeology","Archaeopress",39,0.5767524401064774
"Institute of Archaeology","B. Blackwell",18,0.26619343389529726
"Institute of Archaeology","Archaeological Institute of America",3,0.044365572315882874
"Institute of Archaeology","Royal Ontario Museum",6,0.08873114463176575
"Institute of Archaeology","J. and E. Hedges",4,0.059154096421177166
"Institute of Archaeology","Methuen",20,0.29577048210588586
"Institute of Archaeology","Kongelige Danske Videnskabernes Selskab",4,0.059154096421177166
"Institute of Archaeology","Rizzoli",4,0.059154096421177166
"Institute of Archaeology","University of California Press/British Museum",1,0.014788524105294291
"Institute of Archaeology","Hendrickson Publishers",2,0.029577048210588583
"Institute of Archaeology","Heidelberger Orientverlag",1,0.014788524105294291
"Institute of Archaeology","Flammarion",3,0.044365572315882874
"Institute of Archaeology","Society for the Promotion of Hellenic Studies",1,0.014788524105294291
"Institute of Archaeology","Accordia Research Institute",8,0.11830819284235433
"Institute of Archaeology","Centre of Non-Western Studies, Leiden University",1,0.014788524105294291
"Institute of Archaeology","William B. Eerdmans Pub",1,0.014788524105294291
"Institute of Archaeology","Equinox",2,0.029577048210588583
"Institute of Archaeology","CDL Press",2,0.029577048210588583
"Institute of Archaeology","Neo-Assyrian Text Corpus Project",3,0.044365572315882874
"Institute of Archaeology","Temple Institute",2,0.029577048210588583
"Institute of Archaeology","Arthur M. Sackler Gallery, Smithsonian Institution",1,0.014788524105294291
"Institute of Archaeology","HarperCollins",1,0.014788524105294291
"Institute of Archaeology","Plenum Press",27,0.3992901508429459
"Institute of Archaeology","Cotsen Institute of Archaeology",11,0.1626737651582372
"Institute of Archaeology","British Museum Publications",5,0.07394262052647146
"Institute of Archaeology","Published for the Trustees of the British Museum by the British Museum Press",1,0.014788524105294291
"Institute of Archaeology","Equinox Publishing",15,0.22182786157941436
"Institute of Archaeology","Allen & Unwin",4,0.059154096421177166
"Institute of Archaeology","David Brown",1,0.014788524105294291
"Institute of Archaeology","Aris and Phillips",3,0.044365572315882874
"Institute of Archaeology","University of Pennsylvania Press",20,0.29577048210588586
"Institute of Archaeology","Souvenir Press Ltd",1,0.014788524105294291
"Institute of Archaeology","Anchor Books/Doubleday",1,0.014788524105294291
"Institute of Archaeology","Berghahn Books",12,0.1774622892635315
"Institute of Archaeology","Cape",1,0.014788524105294291
"Institute of Archaeology","HMSO",1,0.014788524105294291
"Institute of Archaeology","Accordia Research Centre",3,0.044365572315882874
"Institute of Archaeology","Smithsonian Institution Press",51,0.7542147293700089
"Institute of Archaeology","Polity",19,0.28098195800059156
"Institute of Archaeology","Garland Science",1,0.014788524105294291
"Institute of Archaeology","Houghton Mifflin Harcourt",1,0.014788524105294291
"Institute of Archaeology","Institute of Art & Law",3,0.044365572315882874
"Institute of Archaeology","Perseus Press (NON RETURNABLE ACCOUNT)",4,0.059154096421177166
"Institute of Archaeology","Blackwell Publishing, Incorporated",5,0.07394262052647146
"Institute of Archaeology","University of Utah Press",41,0.606329488317066
